Path,Surface(micron2),Phase_PV(nm),Phase_StdDev(nm),Phase_avg(nm),Phase_median(nm),Surface_density(pg/micron2),Dry_mass(pg),Optical_volume(micron3),Phase_max(nm),Phase_min(nm),Circularity,Perimeter(micron),Ellipse_axis_ratio,Convexity,Solidity,Surface_Centroid_X,Surface_Centroid_Y,Mass_Centroid_X,Mass_Centroid_Y
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0050.tif,84.33,342.278,78.217,721.635,747.071,4.009,338.087,60.856,814.012,471.735,0.927,33.81,0.834,0.848,0.804,182.968,121.364,183.251,121.45
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0050.tif,1145.032,822.392,258.451,424.846,472.223,2.36,2702.567,486.462,827.251,4.859,0.561,160.202,0.863,0.642,0.842,196.297,124.727,197.228,125.635
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0050.tif,639.049,625.266,205.347,213.555,144.634,1.186,758.18,136.472,623.777,-1.49,0.601,115.548,0.935,0.753,0.8,205.087,161.91,205.794,160.325
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0051.tif,84.33,349.879,81.881,720.599,748.147,4.003,337.602,60.768,817.56,467.681,0.945,33.488,0.95,0.841,0.804,183.182,120.5,183.448,120.647
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0051.tif,1142.294,835.508,259.216,425.551,473.044,2.364,2700.581,486.105,840.427,4.919,0.511,167.534,0.878,0.629,0.809,196.539,124.925,197.153,125.868
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0051.tif,631.383,628.874,204.498,216.111,150.455,1.201,758.047,136.449,623.266,-5.608,0.721,104.924,0.883,0.792,0.826,205.206,162.21,206.573,160.428
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0052.tif,1222.243,827.496,257.956,447.19,507.091,2.484,3036.53,546.575,832.261,4.765,0.831,135.956,0.872,0.797,0.903,196.116,124.617,196.094,125.226
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0052.tif,607.288,628.155,205.122,224.771,163.581,1.249,758.339,136.501,626.377,-1.777,0.715,103.315,0.863,0.795,0.828,205.454,162.212,207.298,160.54
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0053.tif,526.244,816.364,215.072,533.731,602.317,2.965,1560.403,280.873,828.518,12.154,0.594,105.522,0.573,0.79,0.778,193.185,135.315,194.459,133.263
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0053.tif,715.166,819.093,260.431,368.948,373.609,2.05,1465.883,263.859,821.591,2.498,0.293,175.19,0.969,0.639,0.552,198.293,117.921,197.772,117.492
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0053.tif,613.312,627.031,207.33,224.153,164.86,1.245,763.754,137.476,627.953,0.922,0.742,101.93,0.875,0.788,0.844,205.024,163.385,206.293,161.375
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0054.tif,1293.979,804.623,255.366,422.636,478.522,2.348,3038.235,546.882,809.601,4.977,0.788,143.664,0.853,0.78,0.879,197.336,125.971,196.727,126.1
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0054.tif,557.457,633.523,208.251,245.057,196.971,1.361,758.937,136.609,626.01,-7.513,0.881,89.15,0.906,0.824,0.883,205.42,164.528,205.577,162.456
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0055.tif,1289.598,800.482,251.345,425.383,481.28,2.363,3047.626,548.573,802.329,1.847,0.75,147.034,0.84,0.775,0.869,197.406,126.353,196.803,126.448
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0055.tif,575.528,626.968,208.703,239.925,185.116,1.333,767.129,138.083,628.377,1.409,0.761,97.517,0.941,0.786,0.865,203.98,164.935,204.515,163.178
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0056.tif,1347.644,803.261,256.922,408.952,469.483,2.272,3061.784,551.121,805.149,1.888,0.513,181.768,0.96,0.698,0.754,197.106,127.522,196.861,126.99
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0056.tif,570.599,629.483,211.517,247.909,202.221,1.377,785.87,141.457,631.33,1.847,0.834,92.746,0.954,0.788,0.864,202.774,165.509,203.42,163.84
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0057.tif,548.148,640.523,211.664,264.582,226.841,1.47,805.723,145.03,631.13,-9.394,0.771,94.531,0.918,0.767,0.839,200.287,165.172,200.838,164.68
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0058.tif,564.576,646.575,214.382,272.585,239.541,1.514,854.972,153.895,643.014,-3.561,0.693,101.195,0.887,0.747,0.811,198.851,165.373,199.15,165.434
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0059.tif,1078.224,768.026,241.653,367.502,439.444,2.042,2201.39,396.25,769.699,1.673,0.563,155.177,0.559,0.72,0.803,189.992,122.099,191.13,124.184
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0059.tif,458.889,641.488,211.184,323.216,345.26,1.796,824,148.32,644.963,3.475,0.864,81.678,0.849,0.799,0.872,197.473,168.751,197.587,167.09
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0059.tif,607.836,635.648,221.343,282.122,275.851,1.567,952.689,171.484,635.831,0.183,0.292,161.704,0.46,0.666,0.574,209.926,142.457,210.335,140.836
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0060.tif,647.811,705.067,235.976,369.875,419.337,2.055,1331.161,239.609,709.918,4.851,0.826,99.259,0.922,0.766,0.861,180.686,130.111,183.186,130.068
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0060.tif,492.292,635.424,213.562,300.624,328.464,1.67,822.193,147.995,634.607,-0.816,0.754,90.572,0.681,0.779,0.857,196.952,170.099,196.392,168.292
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0060.tif,434.247,623.336,211.732,337.759,389.803,1.876,814.838,146.671,625.764,2.428,0.791,83.064,0.704,0.814,0.841,210.618,111.542,210.464,113.212
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0060.tif,647.811,651.536,214.285,282.907,275.708,1.572,1018.167,183.27,646.694,-4.842,0.347,153.252,0.739,0.682,0.566,209.618,143.617,210.086,142.415
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0061.tif,669.715,704.026,228.229,372.863,446.325,2.071,1387.287,249.712,707.568,3.542,0.716,108.452,0.913,0.743,0.827,180.788,129.488,183.457,129.075
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0061.tif,501.054,625.351,210.614,292.073,316.764,1.623,813.025,146.345,621.884,-3.467,0.691,95.455,0.72,0.737,0.825,196.812,168.19,196.411,166.539
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0061.tif,426.58,588.604,197.265,322.131,373.75,1.79,763.416,137.415,590.061,1.457,0.761,83.923,0.684,0.811,0.842,210.291,111.918,210.29,113.324
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0061.tif,594.694,641.847,207.908,303.445,304.081,1.686,1002.536,180.457,639.303,-2.544,0.405,135.911,0.722,0.694,0.602,211.382,142.837,210.849,141.822
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0062.tif,687.786,701.293,228.738,358.314,429.75,1.991,1369.128,246.443,702.998,1.706,0.596,120.469,0.779,0.735,0.773,179.466,129.834,182.614,129.226
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0062.tif,502.149,621.342,210.353,293.33,322.496,1.63,818.308,147.295,617.338,-4.004,0.695,95.313,0.727,0.742,0.828,196.989,168.417,196.079,166.574
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0062.tif,507.078,567.251,190.025,287.527,321.182,1.597,809.991,145.798,558.344,-8.907,0.709,94.772,0.754,0.758,0.823,210.529,112.039,209.327,113.495
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0062.tif,563.48,624.143,201.92,315.825,334.229,1.755,988.674,177.961,622.008,-2.134,0.569,111.565,0.79,0.731,0.712,210.82,143.731,210.406,142.13
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0063.tif,659.31,668.33,215.968,363.899,444.012,2.022,1332.904,239.923,672.818,4.488,0.716,107.56,0.922,0.73,0.811,177.587,130.344,181.263,129.783
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0063.tif,497.768,614.545,210.651,296.478,324.49,1.647,819.873,147.577,614.722,0.177,0.763,90.538,0.739,0.736,0.84,196.369,168.443,196.032,166.639
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0063.tif,536.648,504.662,170.77,279.45,322.304,1.552,833.145,149.966,506.672,2.01,0.734,95.861,0.819,0.762,0.827,210.624,111.36,208.692,113.434
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0063.tif,630.288,616.206,202.615,296.916,304.598,1.65,1039.681,187.143,610.081,-6.126,0.349,150.653,0.548,0.669,0.561,209.614,143.229,209.329,141.936
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0064.tif,713.523,646.141,205.791,339.023,408.259,1.883,1343.891,241.9,651.487,5.346,0.597,122.551,0.876,0.73,0.76,176.535,130.457,180.772,129.573
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0064.tif,492.84,612.195,210.683,300.478,328.895,1.669,822.708,148.087,614.363,2.168,0.826,86.597,0.721,0.789,0.856,197.581,167.081,196.793,165.188
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0064.tif,613.312,449.026,156.905,247.381,293.872,1.374,842.9,151.722,450.019,0.993,0.641,109.648,0.796,0.752,0.794,210.522,109.267,208.677,112.038
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0064.tif,612.764,591.753,196.394,301.746,337.668,1.676,1027.217,184.899,587.623,-4.13,0.563,116.98,0.66,0.731,0.72,211.54,142.432,209.741,140.622
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0065.tif,774.306,609.641,192.746,313.643,375.92,1.742,1349.198,242.856,613.959,4.318,0.807,109.773,0.794,0.742,0.861,175.4,130.184,180.559,129.561
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0065.tif,478.602,611.756,208.842,307.873,337.401,1.71,818.603,147.349,614.613,2.858,0.822,85.561,0.725,0.778,0.851,198.828,166.207,197.977,164.149
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0065.tif,640.144,560.081,193.285,290.093,341.872,1.612,1031.675,185.702,560.558,0.477,0.392,143.305,0.701,0.685,0.635,211.979,143.063,210.091,140.046
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0065.tif,711.332,410.802,143.583,215.785,254.942,1.199,852.75,153.495,409.783,-1.019,0.495,134.447,0.839,0.681,0.753,211.809,108.426,209.521,111.064
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0066.tif,803.877,573.528,180.378,298.162,350.171,1.656,1331.586,239.686,577.734,4.206,0.83,110.331,0.758,0.765,0.876,173.919,130.027,179.528,129.58
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0066.tif,456.698,601.695,204.452,319.324,364.189,1.774,810.193,145.835,606.131,4.436,0.849,82.225,0.725,0.802,0.875,199.055,165.73,198.368,163.471
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0066.tif,743.641,530.687,183.234,263.871,311.688,1.466,1090.14,196.225,531.628,0.941,0.41,151.059,0.675,0.68,0.629,212.194,143.503,210.112,139.521
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0066.tif,796.21,376.154,130.392,187.77,211.674,1.043,830.582,149.505,379.527,3.372,0.517,139.091,0.821,0.676,0.763,212.373,106.768,210.268,109.855
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0067.tif,871.779,551.966,176.054,274.989,312.005,1.528,1331.83,239.729,557.04,5.074,0.766,119.591,0.704,0.761,0.866,171.454,130.273,177.94,129.709
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0067.tif,443.556,603.412,202.355,328.588,378.689,1.825,809.708,145.747,606.403,2.991,0.801,83.396,0.792,0.787,0.863,198.501,165.332,198.356,162.904
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0067.tif,808.805,508.13,174.577,249.93,291.564,1.388,1123.025,202.144,509.082,0.952,0.372,165.204,0.657,0.661,0.619,212.344,143.844,209.839,139.74
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0067.tif,904.088,347.585,117.063,163.048,168.627,0.906,818.944,147.41,350.267,2.682,0.567,141.504,0.776,0.692,0.796,213.179,105.697,210.609,109.008
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0068.tif,974.18,519.844,169.351,251.726,276.194,1.398,1362.37,245.227,524.433,4.589,0.75,127.754,0.758,0.742,0.863,170.288,131.433,176.979,130.627
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0068.tif,457.246,600.786,202.865,325.121,374.539,1.806,825.891,148.66,604.765,3.979,0.813,84.092,0.764,0.777,0.862,198.537,164.887,198.319,162.523
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0068.tif,822.495,480.077,166.881,236.679,276.27,1.315,1081.485,194.667,479.311,-0.766,0.417,157.424,0.748,0.666,0.65,214.797,143.935,210.678,139.879
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0068.tif,1014.155,326.539,106.964,146.498,141.682,0.814,825.397,148.571,327.311,0.772,0.56,150.847,0.827,0.689,0.79,213.781,104.306,211.246,108.35
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0069.tif,1108.89,489.996,161.893,222.738,238.794,1.237,1372.18,246.992,493.272,3.276,0.72,139.153,0.841,0.735,0.87,168.768,132.623,175.908,131.401
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0069.tif,453.96,606.875,198.088,335.36,379.167,1.863,845.779,152.24,607.408,0.533,0.859,81.513,0.884,0.764,0.848,198.434,164.434,198.849,162.381
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0069.tif,868.494,448.004,156.931,219.346,253.466,1.219,1058.336,190.5,450.059,2.056,0.381,169.287,0.807,0.654,0.634,217.536,143.595,211.243,139.413
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0069.tif,1130.246,305.522,97.294,133.549,126.434,0.742,838.576,150.944,305.042,-0.48,0.574,157.282,0.807,0.706,0.797,214.677,102.866,211.917,107.123
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0070.tif,1218.41,464.607,149.163,204.609,214.698,1.137,1384.985,249.297,467.002,2.395,0.72,145.84,0.83,0.746,0.873,167.731,132.976,175.258,131.872
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0070.tif,461.627,607.431,198.414,336.674,383.638,1.87,863.433,155.418,608.339,0.908,0.797,85.305,0.876,0.766,0.851,198.384,164.238,199.301,162.29
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0070.tif,900.254,430.576,146.375,202.627,228.305,1.126,1013.424,182.416,423.602,-6.973,0.452,158.185,0.816,0.67,0.711,219.013,144.462,212.301,139.909
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0070.tif,1281.932,295.46,92.244,119.187,104.773,0.662,848.833,152.79,288.482,-6.978,0.579,166.786,0.847,0.676,0.823,216.197,102.016,212.909,106.105
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0071.tif,1333.406,442.57,138.422,186.854,186.984,1.038,1384.182,249.153,444.378,1.808,0.764,148.093,0.824,0.742,0.878,166.622,133.232,174.614,132.369
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0071.tif,475.317,618.416,199.965,335.126,378.186,1.862,884.951,159.291,617.271,-1.144,0.747,89.407,0.797,0.766,0.834,198.401,163.715,200.031,161.981
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0071.tif,979.109,404.878,139.365,178.786,177.423,0.993,972.506,175.051,404.76,-0.118,0.415,172.272,0.89,0.65,0.685,220.549,147.366,213.348,140.785
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0071.tif,1405.142,275.567,86.135,113.527,100.463,0.631,886.232,159.522,276.742,1.176,0.516,185.024,0.795,0.65,0.796,216.643,100.29,213.845,105.476
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0072.tif,1460.997,414.642,128.928,171.187,168.319,0.951,1389.462,250.103,413.736,-0.905,0.618,172.358,0.815,0.706,0.852,164.694,134.21,173.096,132.767
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0072.tif,467.103,615.689,193.317,343.872,380.787,1.91,892.353,160.624,615.705,0.016,0.9,80.748,0.887,0.81,0.876,198.642,163.979,200.013,162.564
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0072.tif,1070.01,382.832,132.173,160.486,140.25,0.892,954.008,171.721,384.622,1.79,0.38,188.083,0.775,0.622,0.688,222.27,148.967,213.839,141.811
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0073.tif,1571.612,388.711,118.588,159.324,155.187,0.885,1391.084,250.395,387.811,-0.9,0.571,185.903,0.791,0.669,0.848,163.188,134.337,171.969,132.822
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0073.tif,556.909,623.435,213.336,294.98,321.045,1.639,912.651,164.277,620.999,-2.435,0.559,111.912,0.62,0.728,0.772,199.711,165.346,200.109,162.789
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0073.tif,1066.725,364.571,121.371,155.812,141.663,0.866,923.378,166.208,366.896,2.326,0.516,161.256,0.687,0.695,0.749,223.428,148.478,214.985,142.629
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0074.tif,1773.129,369.322,110.495,143.422,130.959,0.797,1412.811,254.306,369.148,-0.173,0.489,213.375,0.818,0.661,0.793,162.513,135.524,171.381,133.596
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0074.tif,557.457,620.59,214.3,299.767,325.072,1.665,928.374,167.107,620.975,0.384,0.673,102.059,0.761,0.762,0.799,201.535,167.365,201.366,164.236
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos2_0074.tif,1135.722,350.889,116.366,145.053,124.64,0.806,915.224,164.74,352.561,1.672,0.472,173.934,0.65,0.699,0.746,225.192,150,216.212,144.281
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0000.tif,588.122,376.858,116.796,147.605,118.736,0.82,482.275,86.81,373.103,-3.755,0.481,123.936,0.719,0.711,0.722,73.88,195.7,74.711,197.549
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0000.tif,461.079,540.179,176.696,241.258,242.328,1.34,617.994,111.239,537.178,-3.001,0.654,94.102,0.877,0.754,0.782,199.432,167.626,199.202,166.22
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0001.tif,624.264,370.097,110.797,138.452,110.93,0.769,480.17,86.431,371.649,1.551,0.556,118.795,0.76,0.738,0.726,73.231,196.561,73.984,198.131
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0001.tif,455.603,532.512,174.952,243.863,253.974,1.355,617.249,111.105,524.8,-7.712,0.692,90.975,0.843,0.765,0.794,198.683,168.014,198.828,166.495
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0002.tif,659.858,350.336,102.25,125.768,97.698,0.699,461.052,82.989,348.892,-1.443,0.43,138.869,0.72,0.694,0.654,73.989,196.826,74.586,198.467
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0002.tif,455.056,530.533,174.648,242.377,250.097,1.347,612.749,110.295,523.614,-6.919,0.633,95.028,0.762,0.729,0.779,198.509,167.881,198.886,166.417
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0003.tif,669.167,322.309,94.157,123.868,99.783,0.688,460.49,82.888,323.313,1.004,0.472,133.539,0.79,0.71,0.709,74.606,197.639,74.517,198.844
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0003.tif,452.318,534.691,173.845,243.277,247.09,1.352,611.324,110.038,522.785,-11.906,0.725,88.569,0.796,0.756,0.812,198.345,167.611,198.831,166.181
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0004.tif,725.57,299.973,87.534,114.824,92.25,0.638,462.849,83.313,295.024,-4.949,0.449,142.523,0.713,0.702,0.68,74.304,198.054,74.768,199.054
/home/philippe/Desktop/Analyse_TopCat_Philippe/20210202-05_HeLa_40x/20210203_images/GRADX_Mitosis_2_3_MMStack_Pos5_0004.tif,459.984,541.08,175.589,239.992,242.03,1.333,613.292,110.393,534.027,-7.053,0.814,84.291,0.825,0.777,0.845,198.204,167.76,198.915,166.208
